Sample Name	Extract Name	Protocol REF	Protocol REF	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Hybridization Assay Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Protocol REF	Normalization Name	Derived Array Data File	Protocol REF	Parameter Value[Raw Intensities Table]	Parameter Value[Normalized Expression Table]	Parameter Value[differential expression analysis data]
GSM575919 extract 1	GSM575919 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575919 LE 1	Cy3			nucleic acid hybridization	GSM575919	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575919.txt	normalization data transformation	GSM575919_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575918 extract 1	GSM575918 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575918 LE 1	Cy3			nucleic acid hybridization	GSM575918	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575918.txt	normalization data transformation	GSM575918_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575917 extract 1	GSM575917 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575917 LE 1	Cy3			nucleic acid hybridization	GSM575917	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575917.txt	normalization data transformation	GSM575917_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575916 extract 1	GSM575916 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575916 LE 1	Cy3			nucleic acid hybridization	GSM575916	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575916.txt	normalization data transformation	GSM575916_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575915 extract 1	GSM575915 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575915 LE 1	Cy3			nucleic acid hybridization	GSM575915	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575915.txt	normalization data transformation	GSM575915_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575914 extract 1	GSM575914 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575914 LE 1	Cy3			nucleic acid hybridization	GSM575914	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575914.txt	normalization data transformation	GSM575914_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575913 extract 1	GSM575913 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575913 LE 1	Cy3			nucleic acid hybridization	GSM575913	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575913.txt	normalization data transformation	GSM575913_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575912 extract 1	GSM575912 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575912 LE 1	Cy3			nucleic acid hybridization	GSM575912	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575912.txt	normalization data transformation	GSM575912_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575911 extract 1	GSM575911 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575911 LE 1	Cy3			nucleic acid hybridization	GSM575911	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575911.txt	normalization data transformation	GSM575911_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575910 extract 1	GSM575910 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575910 LE 1	Cy3			nucleic acid hybridization	GSM575910	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575910.txt	normalization data transformation	GSM575910_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575909 extract 1	GSM575909 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575909 LE 1	Cy3			nucleic acid hybridization	GSM575909	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575909.txt	normalization data transformation	GSM575909_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575908 extract 1	GSM575908 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575908 LE 1	Cy3			nucleic acid hybridization	GSM575908	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575908.txt	normalization data transformation	GSM575908_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
